peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
房地产-房地产开发-房地产开发,600641,先导基电,advance_to_deep_review,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained because the company is misclassified and now has semiconductor equipment/materials exposure,"先导基电 is filed in a real-estate peer group, but the disclosed business scope and score evidence point to integrated-circuit equipment, electronic materials and semiconductor-related investment/exposure. It should be tracked as a semiconductor equipment/materials boundary case rather than rejected with property developers.","Watch. 先导基电: 先导基电 is filed in a real-estate peer group, but the disclosed business scope and score evidence point to integrated-circuit equipment, electronic materials and semiconductor-related investment/exposure. It should be tracked as a semiconductor equipment/materials boundary case rather than rejected with property developers. triage 80.05; moat 83.70; technology 98.00; market 78.04; quality 62.42; governance 71.48.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600641,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,000011,深物业A,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"深物业A: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 深物业A: 深物业A: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 44.80; moat 44.07; technology 36.29; market 60.85; quality 42.59; governance 67.33.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000011,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600162,香江控股,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"香江控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 香江控股: 香江控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 43.95; moat 43.33; technology 36.00; market 57.15; quality 39.90; governance 69.26.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600162,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600663,陆家嘴,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"陆家嘴: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 陆家嘴: 陆家嘴: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 43.64; moat 40.52; technology 26.00; market 68.41; quality 48.81; governance 67.74.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600663,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,002244,滨江集团,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"滨江集团: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 滨江集团: 滨江集团: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 42.96; moat 41.38; technology 26.00; market 71.12; quality 41.06; governance 66.78.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002244,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600639,浦东金桥,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"浦东金桥: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 浦东金桥: 浦东金桥: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 42.89; moat 41.79; technology 26.00; market 63.27; quality 50.30; governance 68.85.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600639,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600322,津投城开,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"津投城开: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 津投城开: 津投城开: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 42.77; moat 45.47; technology 36.00; market 51.17; quality 24.42; governance 69.41.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600322,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,000014,沙河股份,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"沙河股份: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 沙河股份: 沙河股份: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 42.48; moat 40.86; technology 38.00; market 49.79; quality 30.44; governance 71.56.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=000014,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600064,南京高科,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"南京高科: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 南京高科: 南京高科: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 42.01; moat 33.94; technology 31.53; market 58.53; quality 47.98; governance 69.59.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600064,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600048,保利发展,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"保利发展: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 保利发展: 保利发展: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 41.82; moat 42.00; technology 21.59; market 72.11; quality 39.09; governance 67.37.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600048,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,601155,新城控股,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"新城控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 新城控股: 新城控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 41.75; moat 38.26; technology 26.00; market 69.44; quality 40.54; governance 67.59.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=601155,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600510,黑牡丹,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"黑牡丹: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 黑牡丹: 黑牡丹: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 41.21; moat 40.80; technology 27.18; market 57.99; quality 43.58; governance 68.78.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600510,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600848,上海临港,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"上海临港: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 上海临港: 上海临港: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 41.18; moat 36.53; technology 26.00; market 64.75; quality 46.15; governance 68.19.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600848,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600675,中华企业,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"中华企业: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 中华企业: 中华企业: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 41.12; moat 37.02; technology 26.00; market 64.95; quality 46.64; governance 68.11.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600675,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,002133,广宇集团,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"广宇集团: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 广宇集团: 广宇集团: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.81; moat 37.43; technology 30.00; market 56.80; quality 37.14; governance 69.00.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002133,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,002314,南山控股,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"南山控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 南山控股: 南山控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.81; moat 40.15; technology 27.76; market 58.19; quality 42.15; governance 66.70.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002314,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600266,城建发展,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"城建发展: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 城建发展: 城建发展: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.72; moat 40.89; technology 23.94; market 63.52; quality 41.88; governance 66.93.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600266,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600895,张江高科,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"张江高科: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 张江高科: 张江高科: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.69; moat 34.56; technology 26.00; market 59.37; quality 52.40; governance 67.89.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600895,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600736,苏州高新,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"苏州高新: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 苏州高新: 苏州高新: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.65; moat 38.42; technology 28.06; market 60.90; quality 37.16; governance 67.07.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600736,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,002208,合肥城建,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"合肥城建: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 合肥城建: 合肥城建: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.49; moat 39.90; technology 28.00; market 60.16; quality 38.52; governance 67.52.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.szse.cn/disclosure/listed/notice/index.html?stock=002208,2026-06-10T00:00:00+00:00
房地产-房地产开发-房地产开发,600649,城投控股,reject,reject_for_now,,analyst_company_by_company_review,rejected because real-estate development lacks durable company-level moat,"城投控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems.","Reject for now. 城投控股: 城投控股: The company is mainly exposed to property development, commercial leasing, industrial parks, or land-cycle economics. Real-estate development is capital, policy, and balance-sheet driven, and a well-funded entrant can compete more easily than in technology, resources, or regulated safety-critical systems. triage 40.47; moat 37.27; technology 22.18; market 66.53; quality 42.67; governance 67.22.","Real-estate development can be rejected as a group, but misclassified technology or strategic-material companies must be reviewed by their real business.",true,https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600649,2026-06-10T00:00:00+00:00
